title,views,link,thumbnail_link
FIRST IMPRESSIONS of MEXICO as a TOURIST! 🇲🇽,1.6M views,/watch?v=_hQBrT7QdfQ,https://i.ytimg.com/vi/_hQBrT7QdfQ/hqdefault.jpg
Flying with the WORST Rated MEXICAN AIRLINE! 🇺🇸🇲🇽 New York to Mexico City,621K views,/watch?v=GbK27qTQ_-s,https://i.ytimg.com/vi/GbK27qTQ_-s/hqdefault.jpg
"Rainy Morning Walk at Times Square, Manhattan | NYC 4K 🇺🇸",243K views,/watch?v=J3swryHsyNg,https://i.ytimg.com/vi/J3swryHsyNg/hqdefault.jpg
New York City’s Most Dangerous Hood: Brownsville 🇺🇸,718K views,/watch?v=7euRIZOjxyY,https://i.ytimg.com/vi/7euRIZOjxyY/hqdefault.jpg
"NYC Vlog: Wall Street, Apartments & Gym! 🇺🇸",236K views,/watch?v=9kYmHmg9SqQ,https://i.ytimg.com/vi/9kYmHmg9SqQ/hqdefault.jpg
THE DARK SIDE OF NEW YORK CITY! 🇺🇸,1.1M views,/watch?v=UGaNi5qI7ks,https://i.ytimg.com/vi/UGaNi5qI7ks/hqdefault.jpg
INSIDE THE MOST DANGEROUS HOOD OF NEW YORK CITY! 🇺🇸,3.3M views,/watch?v=esdKmuSTm8g,https://i.ytimg.com/vi/esdKmuSTm8g/hqdefault.jpg
SPENDING $100 IN NEW YORK CITY! HOW EXPENSIVE IS IT? 🇺🇸,2.7M views,/watch?v=i0vx66dWMsI,https://i.ytimg.com/vi/i0vx66dWMsI/hqdefault.jpg
HOW EXPENSIVE IS IT TO TRAVEL IN NEW YORK? 🇺🇸,1.3M views,/watch?v=rFx7ZL3o14w,https://i.ytimg.com/vi/rFx7ZL3o14w/hqdefault.jpg
NEW YORK: THE CITY THAT NEVER SLEEPS? Exploring NYC AFTER MIDNIGHT! 🇺🇸,1.1M views,/watch?v=2DoDflpemBk,https://i.ytimg.com/vi/2DoDflpemBk/hqdefault.jpg
Buying iPhone 14 Pro from APPLE'S BIGGEST STORE: NEW YORK! 🇺🇸,956K views,/watch?v=lpj8YgrlkTk,https://i.ytimg.com/vi/lpj8YgrlkTk/hqdefault.jpg
HOW EXPENSIVE IS KOREA FOR INDIANS? 🇰🇷,671K views,/watch?v=q_xuaqmb_hE,https://i.ytimg.com/vi/q_xuaqmb_hE/hqdefault.jpg
48 Hours on JEJU ISLAND with @yatridoctor & Korea Tourism Organisation! 🇰🇷,299K views,/watch?v=PfOp3o3LKC8,https://i.ytimg.com/vi/PfOp3o3LKC8/hqdefault.jpg
STAYING AT THE LARGEST GRAND HYATT IN JEJU (KOREA)! 🇰🇷 SEOUL TO JEJU ISLAND,184K views,/watch?v=Vy3Pu311WRw,https://i.ytimg.com/vi/Vy3Pu311WRw/hqdefault.jpg
"KOREA: Lotte Tower, Gangnam Square & Indian Restaurant! 🇰🇷",205K views,/watch?v=-Zd3YtMi1fQ,https://i.ytimg.com/vi/-Zd3YtMi1fQ/hqdefault.jpg
"LOCAL MARKETS, PUBLIC TRANSPORT & ALCOHOL PRICES IN KOREA! 🇰🇷",301K views,/watch?v=bwXvvIhRh18,https://i.ytimg.com/vi/bwXvvIhRh18/hqdefault.jpg
"BECOMING A KOREAN IN SEOUL, SOUTH KOREA! 🇰🇷 Hanbok & the Gyeongbokgung palace!",567K views,/watch?v=K69l2Uphlso,https://i.ytimg.com/vi/K69l2Uphlso/hqdefault.jpg
LIFE AT THE UKRAINIAN BORDER DURING WAR 🇺🇦,2.1M views,/watch?v=JcVOPBQDVCI,https://i.ytimg.com/vi/JcVOPBQDVCI/hqdefault.jpg
Traveling to European Union’s Poorest Country! 🇪🇸🇧🇬🇫🇷🇳🇱🇵🇱,1.1M views,/watch?v=fAR8vRuJ_z4,https://i.ytimg.com/vi/fAR8vRuJ_z4/hqdefault.jpg
"ANDORRA: EUROPE’S HIGHEST CAPITAL! TOBACCO, SKIING, PRICES & MORE! 🇦🇩",350K views,/watch?v=dwHq36o7_Uk,https://i.ytimg.com/vi/dwHq36o7_Uk/hqdefault.jpg
Solo from Nimes (France) to Barcelona (Spain) 🇫🇷🇪🇸,372K views,/watch?v=0tzpWJnSACk,https://i.ytimg.com/vi/0tzpWJnSACk/hqdefault.jpg
"VISITING THE COUNTRY OF ONLY BILLIONAIRES! Fancy Cars, Super Yachts & Casino of MONACO!",5.2M views,/watch?v=CHYUnAO_O6g,https://i.ytimg.com/vi/CHYUnAO_O6g/hqdefault.jpg
BAD EXPERIENCE IN EUROPE (AUSTRIA TO CROATIA) 🇦🇹🇭🇷,980K views,/watch?v=M-Yv5TP8anE,https://i.ytimg.com/vi/M-Yv5TP8anE/hqdefault.jpg
INDIAN STREET FOOD RESTAURANT IN SRI LANKA 🇱🇰,268K views,/watch?v=h66ii0cM2Ls,https://i.ytimg.com/vi/h66ii0cM2Ls/hqdefault.jpg
FINDING SANGAKKARA’S HOME IN SRI LANKA 🇱🇰,402K views,/watch?v=zw1r1Rh7Wts,https://i.ytimg.com/vi/zw1r1Rh7Wts/hqdefault.jpg
"LIFE OF HINDUS IN COLOMBO, SRI LANKA 🇱🇰",256K views,/watch?v=MHayKxsAXyg,https://i.ytimg.com/vi/MHayKxsAXyg/hqdefault.jpg
LOCAL FOOD STREETS OF SRI LANKA 🇱🇰,707K views,/watch?v=CM7iwVBt_vc,https://i.ytimg.com/vi/CM7iwVBt_vc/hqdefault.jpg
Spending ₹400 ($5) in SRI LANKA during the CRISIS | HOW EXPENSIVE IS IT? 🇱🇰,3.5M views,/watch?v=CWM1fNNSomE,https://i.ytimg.com/vi/CWM1fNNSomE/hqdefault.jpg
LOCAL TRAINS OF SRI LANKA 🇱🇰,429K views,/watch?v=8oFNfB5OHKE,https://i.ytimg.com/vi/8oFNfB5OHKE/hqdefault.jpg
VISITING THE CAPTURED PM HOUSE IN SRI LANKA! 🇱🇰,386K views,/watch?v=DO8Pn-luKIk,https://i.ytimg.com/vi/DO8Pn-luKIk/hqdefault.jpg
I TRIED BUYING FUEL IN SRI LANKA DURING THE FUEL CRISIS! 🇱🇰,658K views,/watch?v=tx77QdzGcSs,https://i.ytimg.com/vi/tx77QdzGcSs/hqdefault.jpg
VEGETABLE MARKET of SRI LANKA during CRISIS! 🇱🇰,2.8M views,/watch?v=ixLjSzRiVTY,https://i.ytimg.com/vi/ixLjSzRiVTY/hqdefault.jpg
SRI LANKAN MARKETS During CRISIS 🇱🇰,1.1M views,/watch?v=QPv-44j4h90,https://i.ytimg.com/vi/QPv-44j4h90/hqdefault.jpg
People Living in Cars to Buy Fuel: Sri Lanka's EXTREME FUEL CRISIS! (SHOCKING!) 🇱🇰,526K views,/watch?v=0PaBhqo088I,https://i.ytimg.com/vi/0PaBhqo088I/hqdefault.jpg
FIRST DAY IN SRI LANKA AFTER BANKRUPTCY 🇱🇰,1.1M views,/watch?v=9LOOjDV9rz8,https://i.ytimg.com/vi/9LOOjDV9rz8/hqdefault.jpg
FLYING TO BANKRUPT SRI LANKA DURING THE CRISIS! 🇱🇰,1.1M views,/watch?v=RDd1FjuI7ns,https://i.ytimg.com/vi/RDd1FjuI7ns/hqdefault.jpg
Why are Korean Cosmetics so Popular? 🇰🇷 EXPLORING MARKETS OF SEOUL!,680K views,/watch?v=up_bNA9wqrM,https://i.ytimg.com/vi/up_bNA9wqrM/hqdefault.jpg
"NIGHTLIFE OF SEOUL, SOUTH KOREA 🇰🇷",2.7M views,/watch?v=B6NijujBLv4,https://i.ytimg.com/vi/B6NijujBLv4/hqdefault.jpg
TRAVELING TO SOUTH KOREA 🇰🇷 FROM DELHI (FOR FREE)!,442K views,/watch?v=M6KfcUEYxc8,https://i.ytimg.com/vi/M6KfcUEYxc8/hqdefault.jpg
"INDIAN RESTAURANT IN AQABA, JORDAN! 🇯🇴",281K views,/watch?v=tBwrzw_JljE,https://i.ytimg.com/vi/tBwrzw_JljE/hqdefault.jpg
Exploring JORDAN'S AQABA where 4 countries meet! 🇯🇴🇸🇦🇮🇱🇪🇬,363K views,/watch?v=Y2DLCaWUf20,https://i.ytimg.com/vi/Y2DLCaWUf20/hqdefault.jpg
The Lost Ancient City of Petra (2nd WONDER OF THE WORLD!) 🇯🇴,119K views,/watch?v=n5nxeQrE4XY,https://i.ytimg.com/vi/n5nxeQrE4XY/hqdefault.jpg
"Scammed at World's Wonder PETRA! ANCIENT CITY PRICES, MARKETS, TRAPS 🇯🇴",172K views,/watch?v=6mgDpbnWOtY,https://i.ytimg.com/vi/6mgDpbnWOtY/hqdefault.jpg
"ROADSIDE ""DHABAS"" OF MIDDLE EAST! | Dead Sea to Petra 🇯🇴",212K views,/watch?v=KzFk8Wx3v-A,https://i.ytimg.com/vi/KzFk8Wx3v-A/hqdefault.jpg
"INDIAN FLOATING ON THE DEAD SEA, JORDAN 🇯🇴  | IMPOSSIBLE TO DROWN!",1M views,/watch?v=Z5WuE0MakEg,https://i.ytimg.com/vi/Z5WuE0MakEg/hqdefault.jpg
HOW ARAB CHRISTIANS TREAT AN INDIAN TOURIST IN JORDAN? 🇯🇴🇮🇳,396K views,/watch?v=JmSNDPjnULM,https://i.ytimg.com/vi/JmSNDPjnULM/hqdefault.jpg
"LIFE OF ARAB CHRISTIANS IN THE MIDDLE EAST 🇯🇴 | Madaba, Jordan",235K views,/watch?v=dfzcQNuOjXg,https://i.ytimg.com/vi/dfzcQNuOjXg/hqdefault.jpg
"A DAY IN AMMAN, JORDAN 🇯🇴 | FOOD, PRICES, PEOPLE!",983K views,/watch?v=2KDAefoo0h8,https://i.ytimg.com/vi/2KDAefoo0h8/hqdefault.jpg
"EXPLORING THE CHEAPEST PARTY CITY OF EUROPE! KRAKOW, POLAND 🇵🇱",358K views,/watch?v=Z4QbM_AkGWU,https://i.ytimg.com/vi/Z4QbM_AkGWU/hqdefault.jpg
HOW EXPENSIVE IS PARIS FOR INDIAN TOURISTS? 🇫🇷🇮🇳,374K views,/watch?v=PowvzFHlEqk,https://i.ytimg.com/vi/PowvzFHlEqk/hqdefault.jpg
"EIFFEL TOWER: TICKETS, PRICES & DRINKS! 🇫🇷 (HARYANA IN FRANCE)",919K views,/watch?v=od7AqPcL1LY,https://i.ytimg.com/vi/od7AqPcL1LY/hqdefault.jpg
PRICES & PUBLIC TRANSPORTS OF PARIS 🇫🇷,197K views,/watch?v=bfbzj7q9jZ4,https://i.ytimg.com/vi/bfbzj7q9jZ4/hqdefault.jpg
How CHEAP is Turkey after Crisis? Spending 500INR/7$ in Antalya! PART 2,109K views,/watch?v=1GE9RTjN0GM,https://i.ytimg.com/vi/1GE9RTjN0GM/hqdefault.jpg
TURKEY: Tried Spending 500INR/7$ in Antalya! How CHEAP is Turkey after Crisis?,1.4M views,/watch?v=rL4DdTOHc0A,https://i.ytimg.com/vi/rL4DdTOHc0A/hqdefault.jpg
HOW ARE THE WEDDINGS IN TURKEY? Turkish/Ukrainian Wedding 🇹🇷🇺🇦,859K views,/watch?v=flM2XvX1nkM,https://i.ytimg.com/vi/flM2XvX1nkM/hqdefault.jpg
CAR BREAKDOWN NEAR SYRIA-IRAQ BORDER! (MARDIN) | Dara Ancient City & Mor Hanayo Monastery,111K views,/watch?v=WkZefjJ98UM,https://i.ytimg.com/vi/WkZefjJ98UM/hqdefault.jpg
SECRET CITY OF MIDDLE EAST: MARDIN | No Tourists Allowed here? (Turkey-Syria-Iraq Border),208K views,/watch?v=L9rJVoiHRUM,https://i.ytimg.com/vi/L9rJVoiHRUM/hqdefault.jpg
Driving to an UNKNOWN City of Middle East | Highways of Turkey 🇹🇷,91K views,/watch?v=8C4Gx8cuPXM,https://i.ytimg.com/vi/8C4Gx8cuPXM/hqdefault.jpg
Discovering the TURKISH TOWN OF HORSES 🇹🇷,627K views,/watch?v=Nvg9dGs3wns,https://i.ytimg.com/vi/Nvg9dGs3wns/hqdefault.jpg
World's Most Popular Balloon Ride: WORTH OR NOT? 🇹🇷,238K views,/watch?v=1oAkEEI5i_0,https://i.ytimg.com/vi/1oAkEEI5i_0/hqdefault.jpg
SMALL TOWNS OF TURKEY 🇹🇷 | Antalya to Cappadocia by Road,321K views,/watch?v=WcrIPH77WZ0,https://i.ytimg.com/vi/WcrIPH77WZ0/hqdefault.jpg
MY LIFE IN ANTALYA - TURKEY 🇹🇷,2.5M views,/watch?v=IoDKuU6ANaA,https://i.ytimg.com/vi/IoDKuU6ANaA/hqdefault.jpg
HOW TO TRAVEL TO SYRIA IN 2022? 🇸🇾 MY TOUR COST & EXPERIENCE?,81K views,/watch?v=weoAWuXY_70,https://i.ytimg.com/vi/weoAWuXY_70/hqdefault.jpg
SYRIA - LEBANON BORDER CROSSING BY LAND 🇸🇾 🇱🇧,209K views,/watch?v=BoibtO99Dzg,https://i.ytimg.com/vi/BoibtO99Dzg/hqdefault.jpg
DON'T DO THIS IN SYRIA! 🇸🇾,695K views,/watch?v=7Tu4SujDdLw,https://i.ytimg.com/vi/7Tu4SujDdLw/hqdefault.jpg
HOW EXPENSIVE IS SYRIA? 🇸🇾 Spending 10$ Part II,473K views,/watch?v=CPjmEmoWNEA,https://i.ytimg.com/vi/CPjmEmoWNEA/hqdefault.jpg
SYRIA: Everything FREE for Tourists? I Tried Spending 10$ in Damascus! 🇸🇾,6.7M views,/watch?v=_j0BI4YQT4Q,https://i.ytimg.com/vi/_j0BI4YQT4Q/hqdefault.jpg
EATING AT THE ONLY REMAINING INDIAN 🇮🇳 RESTAURANT IN SYRIA 🇸🇾 | Hindi,873K views,/watch?v=lyQcHpvo4ko,https://i.ytimg.com/vi/lyQcHpvo4ko/hqdefault.jpg
SHOPPING MALLS OF SYRIA! 🇸🇾 | Hindi,1.1M views,/watch?v=2yTYN-vmuGI,https://i.ytimg.com/vi/2yTYN-vmuGI/hqdefault.jpg
HOW ARE THE VILLAGES IN SYRIA? 🇸🇾 | Hindi,1.6M views,/watch?v=ONrRd1bit5o,https://i.ytimg.com/vi/ONrRd1bit5o/hqdefault.jpg
BIG MANSIONS of SYRIA where NO ONE wants to live! NOT EVEN FOR FREE! 🇸🇾,661K views,/watch?v=0oafk67Y5RI,https://i.ytimg.com/vi/0oafk67Y5RI/hqdefault.jpg
"INSIDE HOMS, SYRIA: THE MOST DANGEROUS PLACE ON PLANET? 🇸🇾 Hindi",970K views,/watch?v=JCXrMhHJ6NY,https://i.ytimg.com/vi/JCXrMhHJ6NY/hqdefault.jpg
LIFE IN ALEPPO-SYRIA 🇸🇾 AFTER THE CIVIL WAR | Hindi,1.4M views,/watch?v=BL-7urzCcJY,https://i.ytimg.com/vi/BL-7urzCcJY/hqdefault.jpg
MY LIFE IN SYRIA 🇸🇾 | HAMA TO ALEPPO | Hindi,845K views,/watch?v=YjmJzIcyKm8,https://i.ytimg.com/vi/YjmJzIcyKm8/hqdefault.jpg
INSIDE THE ABANDONED GHOST TOWNS OF SYRIA 🇸🇾,1.7M views,/watch?v=Z6L96oWrNI8,https://i.ytimg.com/vi/Z6L96oWrNI8/hqdefault.jpg
HOW SYRIAN PEOPLE TREAT AN INDIAN TOURIST? 🇸🇾🇮🇳,1M views,/watch?v=4Kv01hCaLds,https://i.ytimg.com/vi/4Kv01hCaLds/hqdefault.jpg
HOW CHRISTIANS LIVE IN SYRIA? 🇸🇾 Hindi,1M views,/watch?v=d2-z3qI-CAw,https://i.ytimg.com/vi/d2-z3qI-CAw/hqdefault.jpg
"FIRST DAY IN SYRIA 🇸🇾| Prices, Food, Vodka & Sim Card | Hindi",1.7M views,/watch?v=k7v2Cq-zoWY,https://i.ytimg.com/vi/k7v2Cq-zoWY/hqdefault.jpg
BORDER-CROSSING INTO SYRIA BY LAND 🇸🇾 | First Day in Damascus | Hindi,2.1M views,/watch?v=gUmsGExRfuQ,https://i.ytimg.com/vi/gUmsGExRfuQ/hqdefault.jpg
ULTIMATE STREET FOOD OF ISTANBUL! 🇹🇷 Turkish Food Tour | Hindi,455K views,/watch?v=lIYWvHA8I0g,https://i.ytimg.com/vi/lIYWvHA8I0g/hqdefault.jpg
SCAM STREETS OF ISTANBUL (TAKSIM),874K views,/watch?v=1I5-cdhzyiw,https://i.ytimg.com/vi/1I5-cdhzyiw/hqdefault.jpg
HIGH SPEED TRAINS OF ISTANBUL TURKEY 🇹🇷 Hindi,156K views,/watch?v=-kRqooiORz4,https://i.ytimg.com/vi/-kRqooiORz4/hqdefault.jpg
EXPLORING ISTANBUL'S RISKIEST STREETS IN LOCAL BUSES 🇹🇷,146K views,/watch?v=sY_m98tBLnM,https://i.ytimg.com/vi/sY_m98tBLnM/hqdefault.jpg
LIFE OF INDIAN TOURIST IN TURKEY 🇹🇷  | HINDI,483K views,/watch?v=S38MZ7D6qds,https://i.ytimg.com/vi/S38MZ7D6qds/hqdefault.jpg
HOW EXPENSIVE IS ISTANBUL AFTER DOLLAR CRISIS? | HINDI,199K views,/watch?v=DFjXlkmVYBw,https://i.ytimg.com/vi/DFjXlkmVYBw/hqdefault.jpg
Lady Scams at ISTANBUL Airport 🇹🇷 LATEST TRAVEL LAWS FROM INDIA (2022),449K views,/watch?v=Y4EK9e8C2cE,https://i.ytimg.com/vi/Y4EK9e8C2cE/hqdefault.jpg
LEBANESE SWEETS ALMOST GOT US KILLED! 🇱🇧,511K views,/watch?v=42nm7mV9tcE,https://i.ytimg.com/vi/42nm7mV9tcE/hqdefault.jpg
GIFTING THE OLDEST SOAP MAKER 3800000 LBP!,23K views,/watch?v=NvQkqrneAsI,https://i.ytimg.com/vi/NvQkqrneAsI/hqdefault.jpg
ARAB HAMAM BRUTALLY CHANGED MY SKIN COLOR! हिंदी,424K views,/watch?v=ZWIStxPmo0U,https://i.ytimg.com/vi/ZWIStxPmo0U/hqdefault.jpg
"200 YEAR OLD SOAP MAKER IN TRIPOLI, LEBANON | Hindi",65K views,/watch?v=2berXwV2cI4,https://i.ytimg.com/vi/2berXwV2cI4/hqdefault.jpg
How much can you BUY with ₹300 (5$) in the CHEAPEST COUNTRY? हिंदी,5.1M views,/watch?v=gPHnLe8Nu40,https://i.ytimg.com/vi/gPHnLe8Nu40/hqdefault.jpg
HOW LEBANESE PEOPLE TREAT INDIAN TOURIST? Extreme Hospitality! Hindi,305K views,/watch?v=sS0uzaQRSpI,https://i.ytimg.com/vi/sS0uzaQRSpI/hqdefault.jpg
HOW PEOPLE LIVE AT THE LEBANON - SYRIA BORDER? 🇱🇧🇸🇾,235K views,/watch?v=klJYFBYsrn4,https://i.ytimg.com/vi/klJYFBYsrn4/hqdefault.jpg
Indian HITCHHIKING across LEBANON 🇱🇧 & SYRIA 🇸🇾 with Soldiers | Hindi,96K views,/watch?v=krGnHbU3Xvs,https://i.ytimg.com/vi/krGnHbU3Xvs/hqdefault.jpg
Walking Tripoli’s Streets & Mosques (Lebanon) 🇱🇧,73K views,/watch?v=EukeOh-7Ep0,https://i.ytimg.com/vi/EukeOh-7Ep0/hqdefault.jpg
THE HAMAMS OF LEBANON - WHAT'S INSIDE? 🇱🇧,90K views,/watch?v=pFl5LEvhkgk,https://i.ytimg.com/vi/pFl5LEvhkgk/hqdefault.jpg
INSIDE THE MARKETS (SOUKS) OF LEBANON 🇱🇧,204K views,/watch?v=WPuKNbGcxsY,https://i.ytimg.com/vi/WPuKNbGcxsY/hqdefault.jpg
ALMOST GOT KILLED IN LEBANON | TRIPOLI RIOTS 2021,279K views,/watch?v=iHLSeInLtrw,https://i.ytimg.com/vi/iHLSeInLtrw/hqdefault.jpg
BEIRUT TO TRIPOLI 🇱🇧 | World's Prettiest Road Journey?,179K views,/watch?v=yUX-xowVtXI,https://i.ytimg.com/vi/yUX-xowVtXI/hqdefault.jpg
EXPLORING BEIRUT DURING CURFEW 🇱🇧 | LEBANON 2021,363K views,/watch?v=3G5Nlw-z4xw,https://i.ytimg.com/vi/3G5Nlw-z4xw/hqdefault.jpg
TRAVELLING TO LEBANON DURING STRICT CURFEW | HINDI,134K views,/watch?v=T9FiJOohZ-Y,https://i.ytimg.com/vi/T9FiJOohZ-Y/hqdefault.jpg
THIS IS LEBANON 🇱🇧 | My Lebanon Travel Series 2021,123K views,/watch?v=_C6KJEjFQNg,https://i.ytimg.com/vi/_C6KJEjFQNg/hqdefault.jpg
DUBAI DOWNTOWN AT NIGHT | HINDI,111K views,/watch?v=fsls2eufa38,https://i.ytimg.com/vi/fsls2eufa38/hqdefault.jpg
A DAY IN DUBAI WITHOUT SPENDING ANY MONEY! Hindi,614K views,/watch?v=gZ0gWRDpkes,https://i.ytimg.com/vi/gZ0gWRDpkes/hqdefault.jpg
WHAT DO SOMALI PEOPLE THINK ABOUT INDIANS & SOMALILAND'S FUTURE?,32K views,/watch?v=3Ca2Lz9aoIs,https://i.ytimg.com/vi/3Ca2Lz9aoIs/hqdefault.jpg
VISITING AN AFRICAN HOSPITAL & MALL,91K views,/watch?v=nMwaW5P2OtY,https://i.ytimg.com/vi/nMwaW5P2OtY/hqdefault.jpg
INSIDE THE MONEY MARKETS OF AFRICA - SOMALILAND,7.7M views,/watch?v=tZuvtusCe1w,https://i.ytimg.com/vi/tZuvtusCe1w/hqdefault.jpg
Celebrating my 24th Bday with Poor Somali Families | Donating Food & Groceries,87K views,/watch?v=80UR_MJAp1s,https://i.ytimg.com/vi/80UR_MJAp1s/hqdefault.jpg
STRANGERS invited me for Lunch in Somalia! | EMOTIONAL!,625K views,/watch?v=NkN32NSBTGU,https://i.ytimg.com/vi/NkN32NSBTGU/hqdefault.jpg
PETTING LIONS & CHEETAH IN HARGEISA | LION ATTACK,69K views,/watch?v=cgUAqAUYS9s,https://i.ytimg.com/vi/cgUAqAUYS9s/hqdefault.jpg
I GOT HIGH ON AFRICA’S MOST ADDICTIVE DRUG IN SOMALIA,117K views,/watch?v=1aNqhzX2-qw,https://i.ytimg.com/vi/1aNqhzX2-qw/hqdefault.jpg
THEY DON'T PAY BY CASH IN THIS AFRICAN COUNTRY! | HINDI,137K views,/watch?v=ol-qMMOUkbc,https://i.ytimg.com/vi/ol-qMMOUkbc/hqdefault.jpg
SPENDING ₹1000/13$ IN HARGEISA - SOMALIA/SOMALILAND | HINDI,366K views,/watch?v=SwmyHVju558,https://i.ytimg.com/vi/SwmyHVju558/hqdefault.jpg
A DAY IN THE STREETS OF HARGEISA - SOMALILAND | HINDI,257K views,/watch?v=rH5ZdVAW4ak,https://i.ytimg.com/vi/rH5ZdVAW4ak/hqdefault.jpg
Entering Somaliland from MOGADISHU🇸🇴,95K views,/watch?v=q65TW9ZZfVQ,https://i.ytimg.com/vi/q65TW9ZZfVQ/hqdefault.jpg
SOMALIA WAR & its future? What Somali People think about India?,37K views,/watch?v=YdsX8MKUYmA,https://i.ytimg.com/vi/YdsX8MKUYmA/hqdefault.jpg
"ARE THERE STILL PIRATES IN SOMALIA? 🇸🇴 JAZEERA BEACH, MOGADISHU",279K views,/watch?v=nLjklqrLpT4,https://i.ytimg.com/vi/nLjklqrLpT4/hqdefault.jpg
LIFE OF A COMEDIAN IN SOMALIA? INSPIRING! 🇸🇴,66K views,/watch?v=6Q4mkONw5A0,https://i.ytimg.com/vi/6Q4mkONw5A0/hqdefault.jpg
SOMALI FOOD & PRICES | MOGADISHU 🇸🇴,147K views,/watch?v=W4ZsZP9QyAM,https://i.ytimg.com/vi/W4ZsZP9QyAM/hqdefault.jpg
I Secretly filmed SOMALIA'S TOP SECRET PLACES! 🇸🇴,236K views,/watch?v=1Qk7UJ8olT0,https://i.ytimg.com/vi/1Qk7UJ8olT0/hqdefault.jpg
This LUXURIOUS HOTEL got DESTROYED - SOMALIA Civil War 🇸🇴,90K views,/watch?v=rrTDfm4ZaDo,https://i.ytimg.com/vi/rrTDfm4ZaDo/hqdefault.jpg
SURVIVING A DAY IN MOGADISHU - SOMALIA 🇸🇴,1.6M views,/watch?v=LKORzPfFCiI,https://i.ytimg.com/vi/LKORzPfFCiI/hqdefault.jpg
HOW SOMALIA REACTS TO INDIAN TOURIST? 🇸🇴 AMAZING PEOPLE & BEACHES!,868K views,/watch?v=XujOfZ5z6t4,https://i.ytimg.com/vi/XujOfZ5z6t4/hqdefault.jpg
MALL & MARKETS OF MOGADISHU SOMALIA 🇸🇴,654K views,/watch?v=bB89Y1pYe1k,https://i.ytimg.com/vi/bB89Y1pYe1k/hqdefault.jpg
A DAY IN MOGADISHU (SOMALIA) | YOU'LL BE SHOCKED!,1M views,/watch?v=jxlP9_glDQk,https://i.ytimg.com/vi/jxlP9_glDQk/hqdefault.jpg
DAY 1 IN MOGADISHU (SOMALIA): FIRST IMPRESSION | HINDI,860K views,/watch?v=zlFjq6YRJPk,https://i.ytimg.com/vi/zlFjq6YRJPk/hqdefault.jpg
"Dubai Desert Safari: Dune Bashing, Belly Dance, Food",95K views,/watch?v=X-ZC51MDTs8,https://i.ytimg.com/vi/X-ZC51MDTs8/hqdefault.jpg
"Life of Dubai: JBR, Palm, Skydive, Nightlife | Hindi",113K views,/watch?v=9AsRoQkNO88,https://i.ytimg.com/vi/9AsRoQkNO88/hqdefault.jpg
Travelling to DUBAI: FIRST TIME AFTER COVID | Dubai Marina | Hindi,58K views,/watch?v=2aqERqUI0Os,https://i.ytimg.com/vi/2aqERqUI0Os/hqdefault.jpg
RAKHI FROM ETHIOPA! Rakshabandhan Special,18K views,/watch?v=-gEDIqYYfIg,https://i.ytimg.com/vi/-gEDIqYYfIg/hqdefault.jpg
Syria Travel Process | How to Enter? | Visa | Cost,69K views,/watch?v=L0SbYK3sKJA,https://i.ytimg.com/vi/L0SbYK3sKJA/hqdefault.jpg
LEBANON VISA IN 2 DAYS!,50K views,/watch?v=BBqcacd3Gww,https://i.ytimg.com/vi/BBqcacd3Gww/hqdefault.jpg
"BAZAAR OF CAIRO, EGYPT | HINDI | BUYING EGYPTIAN HOOKAH",31K views,/watch?v=JanTjjGq_UY,https://i.ytimg.com/vi/JanTjjGq_UY/hqdefault.jpg
"My Africa Trip Expenses | Ethiopia, Egypt | Food, Flights, Hotels, etc.",21K views,/watch?v=vlffmENDCvE,https://i.ytimg.com/vi/vlffmENDCvE/hqdefault.jpg
SIDDI PEOPLE OF INDIA | AFRICA TO INDIA | HINDI,565K views,/watch?v=FuY4nXt_2Go,https://i.ytimg.com/vi/FuY4nXt_2Go/hqdefault.jpg
HOW AFRICANS LIVE IN INDIA?,4.7M views,/watch?v=2RcMO9jT2iU,https://i.ytimg.com/vi/2RcMO9jT2iU/hqdefault.jpg
"TRAVELING TO MINI AFRICA OF INDIA (Jambur, Gujarat) | Hindi",46K views,/watch?v=671IMQDhbo8,https://i.ytimg.com/vi/671IMQDhbo8/hqdefault.jpg
Veg Food in EGYPT & Prices | Sim Card | Hindi,394K views,/watch?v=0VIA5nlMCIY,https://i.ytimg.com/vi/0VIA5nlMCIY/hqdefault.jpg
How Egyptians treat Indian Tourist? | Egypt Nightlife | Hindi,75K views,/watch?v=b00vBVkWVTM,https://i.ytimg.com/vi/b00vBVkWVTM/hqdefault.jpg
How Pakistan treats Indian Customers? | Returning from Pakistan (Kartarpur) | Hindi,2.8M views,/watch?v=5_AfjOWXmSI,https://i.ytimg.com/vi/5_AfjOWXmSI/hqdefault.jpg
How Pakistanis Treat Indian Tourist? 🇵🇰🇮🇳,278K views,/watch?v=_awoxdpMs30,https://i.ytimg.com/vi/_awoxdpMs30/hqdefault.jpg
KARTARPUR CORRIDOR: Entry & Process | FREE Bus | Fees | Documents | Step by Step,119K views,/watch?v=2-wVr6eRS9k,https://i.ytimg.com/vi/2-wVr6eRS9k/hqdefault.jpg
Delhi🇮🇳to Pakistan 🇵🇰(Kartarpur) | Indian in Pakistan,82K views,/watch?v=DWOcgjGxBdU,https://i.ytimg.com/vi/DWOcgjGxBdU/hqdefault.jpg
